Sort code,Jurisdiction,Drug class code,Drug class,Age group,Sex , TPS ($ 000) ,"Proportion 
of TPS (%)","Rate of 
use (%)", Number of active beneficiaries ,Rank
7,Ontario,C09BA,ACE inhibitors and diuretics,65+,Total,"15,829.37",0.4,4.5,"109,188",55
7,Ontario,L04AD,Calcineurin inhibitors,65+,Total,"14,872.80",0.3,0.2,"4,802",56
7,Ontario,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",65+,Total,"14,712.78",0.3,0.8,"19,351",57
7,Ontario,G03CA,"Natural and semisynthetic estrogens, plain",65+,Total,"14,673.25",0.3,3.5,"84,290",58
7,Ontario,C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,65+,Total,"14,420.02",0.3,5.6,"135,390",59
7,Ontario,G04CB,Testosterone-5-alpha reductase inhibitors,65+,Total,"14,307.58",0.3,4.6,"110,936",60
7,Ontario,C03CA,"Sulfonamides, plain",65+,Total,"14,204.51",0.3,9.5,"229,603",61
7,Ontario,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",65+,Total,"13,302.27",0.3,2.9,"70,306",62
7,Ontario,N02AJ,Opioids in combination with non-opioid analgesics,65+,Total,"12,402.25",0.3,11.9,"287,412",63
7,Ontario,V06DB,"Fats/carbohydrates/proteins/minerals/vitamins, combinations",65+,Total,"12,069.73",0.3,0.5,"11,008",64
7,Ontario,R01AD,Corticosteroids,65+,Total,"11,459.99",0.3,8,"192,305",65
7,Ontario,R03AC,Selective beta-2-adrenoreceptor agonists,65+,Total,"11,362.78",0.3,13.7,"329,935",66
7,Ontario,A10BB,Sulfonylureas,65+,Total,"10,285.46",0.2,5.6,"134,555",67
7,Ontario,N06AA,Non-selective monoamine reuptake inhibitors,65+,Total,"9,297.74",0.2,3.4,"83,131",68
7,Ontario,L01XX,Other antineoplastic agents,65+,Total,"9,282.00",0.2,0.2,"4,891",69
7,Ontario,D07AC,"Corticosteroids, potent (group III)",65+,Total,"9,075.46",0.2,11.5,"277,404",70
7,Ontario,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,65+,Total,"8,924.72",0.2,0.7,"16,648",71
7,Ontario,N02BE,Anilides,65+,Total,"8,758.33",0.2,11.2,"269,581",72
7,Ontario,N05BA,Benzodiazepine derivatives,65+,Total,"8,446.11",0.2,8.2,"197,702",73
7,Ontario,A06AB,Contact laxatives,65+,Total,"8,351.89",0.2,9.3,"225,036",74
7,Ontario,M04AA,Preparations inhibiting uric acid production,65+,Total,"7,976.62",0.2,4.5,"108,860",75
7,Ontario,H02AB,Glucocorticoids,65+,Total,"7,839.40",0.2,11.1,"266,925",76
7,Ontario,C02KX,Antihypertensives for pulmonary arterial hypertension,65+,Total,"7,774.62",0.2,0,320,77
7,Ontario,B03AA,"Iron bivalent, oral preparations",65+,Total,"7,757.08",0.2,5.1,"123,123",78
7,Ontario,L01XC,Monoclonal antibodies,65+,Total,"7,646.75",0.2,0,581,79
7,Ontario,D05AX,Other antipsoriatics for topical use,65+,Total,"7,359.52",0.2,1,"23,723",80
7,Ontario,C01DA,Organic nitrates,65+,Total,"7,229.44",0.2,4.5,"108,709",81
7,Ontario,L02BG,Aromatase inhibitors,65+,Total,"6,968.03",0.2,0.8,"19,005",82
7,Ontario,A06AD,Osmotically acting laxatives,65+,Total,"6,825.96",0.2,5.1,"123,250",83
7,Ontario,A02BA,H2-receptor antagonists,65+,Total,"6,690.52",0.2,4.3,"102,962",84
7,Ontario,C10AC,Bile acid sequestrants,65+,Total,"6,454.54",0.2,0.7,"16,692",85
7,Ontario,S01EC,Carbonic anhydrase inhibitors,65+,Total,"6,383.51",0.1,1.4,"33,685",86
7,Ontario,D06AX,Other antibiotics for topical use,65+,Total,"6,292.70",0.1,6.6,"160,309",87
7,Ontario,D11AH,"Agents for dermatitis, excluding corticosteroids",65+,Total,"6,079.40",0.1,0.8,"18,643",88
7,Ontario,N04BC,Dopamine agonists,65+,Total,"5,994.60",0.1,0.9,"21,621",89
7,Ontario,A07AA,Antibiotics,65+,Total,"5,969.12",0.1,1.3,"32,564",90
7,Ontario,G03BA,3-oxoandrosten (4) derivatives,65+,Total,"5,714.05",0.1,0.4,"10,751",91
7,Ontario,A04AD,Other antiemetics,65+,Total,"5,572.73",0.1,0.5,"11,616",92
7,Ontario,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",65+,Total,"5,561.82",0.1,2.1,"51,839",93
7,Ontario,C10BX,"HMG-CoA reductase inhibitors, other combinations",65+,Total,"5,224.72",0.1,0.9,"21,869",94
7,Ontario,B01AA,Vitamin K antagonists,65+,Total,"5,219.18",0.1,2.2,"53,608",95
7,Ontario,C03DA,Aldosterone antagonists,65+,Total,"5,218.37",0.1,2.4,"58,725",96
7,Ontario,C03AA,"Thiazides, plain",65+,Total,"5,067.73",0.1,9,"217,822",97
7,Ontario,C07AG,Alpha- and beta-blocking agents,65+,Total,"4,898.54",0.1,0.9,"20,532",98
7,Ontario,J01MA,Fluoroquinolones,65+,Total,"4,810.15",0.1,9.4,"226,811",99
7,Ontario,L01BA,Folic acid analogues,65+,Total,"4,800.17",0.1,1.1,"26,001",100
7,Ontario,S01LA,Antineovascularization agents,65+,M,"206,405.96",9.9,1.9,"20,934",1
7,Ontario,L01XE,Protein kinase inhibitors,65+,M,"123,528.64",5.9,0.3,"3,070",2
7,Ontario,B01AF,Direct factor Xa inhibitors,65+,M,"103,060.68",5,10.4,"113,173",3
7,Ontario,L04AX,Other immunosuppressants,65+,M,"102,014.12",4.9,0.4,"4,586",4
7,Ontario,A10BD,Combinations of oral blood glucose–lowering drugs,65+,M,"76,893.47",3.7,7,"76,201",5
7,Ontario,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,65+,M,"66,682.31",3.2,6.4,"70,090",6
7,Ontario,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,65+,M,"64,064.51",3.1,7,"75,948",7
7,Ontario,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",65+,M,"55,568.03",2.7,7.8,"85,374",8
7,Ontario,A10AE,"Insulins and analogues for injection, long-acting",65+,M,"54,321.76",2.6,5.5,"59,844",9
7,Ontario,L02AE,Gonadotropin-releasing hormone analogues,65+,M,"53,227.30",2.6,1.5,"15,905",10
7,Ontario,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,65+,M,"52,630.13",2.5,0.2,"2,657",11
7,Ontario,C10AA,HMG-CoA reductase inhibitors,65+,M,"51,631.57",2.5,60.1,"656,830",12
7,Ontario,L02BX,Other hormone antagonists and related agents,65+,M,"43,758.83",2.1,0.2,"2,592",13
7,Ontario,G04CA,Alpha-adrenoreceptor antagonists,65+,M,"32,540.98",1.6,20.9,"228,490",14
7,Ontario,A02BC,Proton pump inhibitors,65+,M,"28,157.48",1.4,29.1,"318,451",15
7,Ontario,L02BB,Antiandrogens,65+,M,"27,586.65",1.3,0.8,"8,513",16
7,Ontario,R03BB,Anticholinergics,65+,M,"26,637.20",1.3,6.4,"69,414",17
7,Ontario,J05AP,Antivirals for treatment of HCV infections,65+,M,"25,421.84",1.2,0,472,18
7,Ontario,C09AA,"ACE inhibitors, plain",65+,M,"24,948.19",1.2,29.2,"318,904",19
7,Ontario,C08CA,Dihydropyridine derivatives,65+,M,"24,173.79",1.2,23.2,"253,932",20
7,Ontario,L04AA,Selective immunosuppressants,65+,M,"22,371.42",1.1,0.5,"5,886",21
7,Ontario,C09CA,"Angiotensin II receptor blockers (ARBs), plain",65+,M,"20,466.48",1,17.6,"192,387",22
7,Ontario,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",65+,M,"17,610.31",0.8,0.8,"8,206",23
7,Ontario,A10AB,"Insulins and analogues for injection, fast-acting",65+,M,"16,883.34",0.8,2.7,"29,122",24
7,Ontario,N06AX,Other antidepressants,65+,M,"16,583.92",0.8,9.2,"100,884",25
7,Ontario,L04AC,Interleukin inhibitors,65+,M,"16,470.05",0.8,0.1,988,26
7,Ontario,B01AC,"Platelet aggregation inhibitors, excluding heparin",65+,M,"16,266.82",0.8,7.3,"79,666",27
7,Ontario,N03AX,Other antiepileptics,65+,M,"15,835.86",0.8,8.1,"88,324",28
7,Ontario,J05AR,"Antivirals for treatment of HIV infections, combinations",65+,M,"15,247.74",0.7,0.1,"1,480",29
7,Ontario,N04BA,Dopa and dopa derivatives,65+,M,"14,845.21",0.7,1.6,"17,842",30
7,Ontario,G04BD,Drugs for urinary frequency and incontinence,65+,M,"14,778.44",0.7,3.6,"39,836",31
7,Ontario,C07AB,"Beta-blocking agents, selective",65+,M,"14,572.53",0.7,24.7,"269,946",32
7,Ontario,G04CB,Testosterone-5-alpha reductase inhibitors,65+,M,"14,296.78",0.7,10.1,"110,823",33
7,Ontario,S01EE,Prostaglandin analogues,65+,M,"14,230.05",0.7,5,"55,115",34
7,Ontario,B03XA,Other antianemic preparations,65+,M,"14,155.75",0.7,0.1,"1,421",35
7,Ontario,N02AA,Natural opium alkaloids,65+,M,"13,492.73",0.6,6.8,"74,360",36
7,Ontario,H01CB,Somatostatin and analogues,65+,M,"13,001.22",0.6,0.1,636,37
7,Ontario,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",65+,M,"12,700.82",0.6,2.1,"23,055",38
7,Ontario,B01AE,Direct thrombin inhibitors,65+,M,"12,438.49",0.6,1.2,"12,828",39
7,Ontario,S01ED,Beta-blocking agents,65+,M,"12,362.05",0.6,4.9,"53,498",40
7,Ontario,L03AA,Colony-stimulating factors,65+,M,"12,234.12",0.6,0.2,"2,362",41
7,Ontario,N06AB,Selective serotonin reuptake inhibitors,65+,M,"12,105.04",0.6,7.5,"82,250",42
7,Ontario,C10AX,Other lipid-modifying agents,65+,M,"11,131.29",0.5,6.4,"69,394",43
7,Ontario,M05BX,Other drugs affecting bone structure and mineralization,65+,M,"10,184.61",0.5,1.1,"11,474",44
7,Ontario,C08DB,Benzothiazepine derivatives,65+,M,"9,783.58",0.5,3.1,"34,289",45
7,Ontario,B01AB,Heparin group,65+,M,"9,673.69",0.5,0.5,"5,939",46
7,Ontario,L04AD,Calcineurin inhibitors,65+,M,"9,235.40",0.4,0.3,"3,048",47
7,Ontario,R03BA,Glucocorticoids,65+,M,"9,220.63",0.4,4.1,"44,516",48
7,Ontario,M05BA,Bisphosphonates,65+,M,"9,105.15",0.4,3.2,"34,473",49
7,Ontario,N05AX,Other antipsychotics,65+,M,"8,893.65",0.4,1.4,"15,502",50
7,Ontario,C09BA,ACE inhibitors and diuretics,65+,M,"8,084.53",0.4,5.1,"55,934",51
7,Ontario,A07EC,Aminosalicylic acid and similar agents,65+,M,"8,033.08",0.4,0.8,"8,854",52
7,Ontario,A10BA,Biguanides,65+,M,"7,865.79",0.4,15.5,"169,233",53
7,Ontario,R03DX,Other systemic drugs for obstructive airway diseases,65+,M,"7,764.24",0.4,0,430,54
7,Ontario,M03AX,"Other muscle relaxants, peripherally acting agents",65+,M,"7,617.89",0.4,0.3,"2,787",55
7,Ontario,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",65+,M,"7,511.54",0.4,0.9,"9,530",56
7,Ontario,N06DA,Anticholinesterases,65+,M,"7,199.58",0.3,2.3,"24,826",57
7,Ontario,V06DB,"Fats/carbohydrates/proteins/minerals/vitamins, combinations",65+,M,"7,188.39",0.3,0.5,"5,954",58
7,Ontario,C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,65+,M,"5,931.59",0.3,5.3,"58,075",59
7,Ontario,G03BA,3-oxoandrosten (4) derivatives,65+,M,"5,711.40",0.3,1,"10,710",60
7,Ontario,H03AA,Thyroid hormones,65+,M,"5,576.02",0.3,8.8,"96,622",61
7,Ontario,N02AJ,Opioids in combination with non-opioid analgesics,65+,M,"5,449.14",0.3,12.1,"131,948",62
7,Ontario,M04AA,Preparations inhibiting uric acid production,65+,M,"5,414.25",0.3,7.1,"78,001",63
7,Ontario,A10BB,Sulfonylureas,65+,M,"5,391.23",0.3,6.9,"75,189",64
7,Ontario,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",65+,M,"5,353.52",0.3,2.6,"28,518",65
7,Ontario,R01AD,Corticosteroids,65+,M,"5,353.13",0.3,7.7,"84,474",66
7,Ontario,C03CA,"Sulfonamides, plain",65+,M,"5,322.41",0.3,9.3,"101,740",67
7,Ontario,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,65+,M,"5,030.28",0.2,0.8,"9,157",68
7,Ontario,R03AC,Selective beta-2-adrenoreceptor agonists,65+,M,"4,974.48",0.2,12.5,"136,046",69
7,Ontario,D07AC,"Corticosteroids, potent (group III)",65+,M,"4,660.10",0.2,11.8,"129,220",70
7,Ontario,D05AX,Other antipsoriatics for topical use,65+,M,"4,364.47",0.2,1.2,"12,850",71
7,Ontario,L01XX,Other antineoplastic agents,65+,M,"3,790.53",0.2,0.2,"2,112",72
7,Ontario,A06AB,Contact laxatives,65+,M,"3,600.82",0.2,9.4,"102,925",73
7,Ontario,J05AX,Other antivirals,65+,M,"3,527.44",0.2,0,439,74
7,Ontario,C01DA,Organic nitrates,65+,M,"3,423.35",0.2,5.4,"59,063",75
7,Ontario,C10AC,Bile acid sequestrants,65+,M,"3,214.49",0.2,0.6,"6,034",76
7,Ontario,H02AB,Glucocorticoids,65+,M,"3,196.73",0.2,10.4,"113,829",77
7,Ontario,B03AA,"Iron bivalent, oral preparations",65+,M,"3,075.17",0.1,4.8,"52,901",78
7,Ontario,S01EC,Carbonic anhydrase inhibitors,65+,M,"2,992.91",0.1,1.4,"15,843",79
7,Ontario,A07AA,Antibiotics,65+,M,"2,955.14",0.1,1.2,"12,820",80
7,Ontario,C03DA,Aldosterone antagonists,65+,M,"2,874.81",0.1,2.7,"29,512",81
7,Ontario,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,65+,M,"2,866.69",0.1,0.2,"1,799",82
7,Ontario,N06AA,Non-selective monoamine reuptake inhibitors,65+,M,"2,853.64",0.1,2.4,"25,709",83
7,Ontario,C10BX,"HMG-CoA reductase inhibitors, other combinations",65+,M,"2,853.30",0.1,1.1,"12,177",84
7,Ontario,D06AX,Other antibiotics for topical use,65+,M,"2,849.19",0.1,6.6,"71,942",85
7,Ontario,N02BE,Anilides,65+,M,"2,810.45",0.1,9.2,"100,941",86
7,Ontario,A06AD,Osmotically acting laxatives,65+,M,"2,793.53",0.1,5,"54,961",87
7,Ontario,D11AH,"Agents for dermatitis, excluding corticosteroids",65+,M,"2,775.97",0.1,0.7,"7,378",88
7,Ontario,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",65+,M,"2,748.41",0.1,1.8,"19,374",89
7,Ontario,N04BC,Dopamine agonists,65+,M,"2,722.83",0.1,0.8,"8,406",90
7,Ontario,C07AG,Alpha- and beta-blocking agents,65+,M,"2,699.64",0.1,1.1,"11,939",91
7,Ontario,N05BA,Benzodiazepine derivatives,65+,M,"2,657.26",0.1,5.9,"64,425",92
7,Ontario,B01AA,Vitamin K antagonists,65+,M,"2,567.23",0.1,2.7,"29,463",93
7,Ontario,A02BA,H2-receptor antagonists,65+,M,"2,558.41",0.1,3.7,"40,040",94
7,Ontario,C10AB,Fibrates,65+,M,"2,483.42",0.1,1.3,"13,844",95
7,Ontario,J05AE,Protease inhibitors,65+,M,"2,455.17",0.1,0,290,96
7,Ontario,L01XC,Monoclonal antibodies,65+,M,"2,389.01",0.1,0,184,97
7,Ontario,C02KX,Antihypertensives for pulmonary arterial hypertension,65+,M,"2,299.09",0.1,0,98,98
7,Ontario,J01MA,Fluoroquinolones,65+,M,"2,272.25",0.1,9.4,"103,202",99
7,Ontario,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,65+,M,"2,270.15",0.1,0.5,"5,679",100
7,Ontario,S01LA,Antineovascularization agents,65+,F,"279,533.30",12.8,2.1,"27,344",1
7,Ontario,L01XE,Protein kinase inhibitors,65+,F,"116,247.08",5.3,0.2,"3,008",2
7,Ontario,B01AF,Direct factor Xa inhibitors,65+,F,"99,453.51",4.6,8.4,"110,189",3
7,Ontario,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,65+,F,"77,201.59",3.5,0.3,"4,339",4
7,Ontario,M05BX,Other drugs affecting bone structure and mineralization,65+,F,"73,562.46",3.4,8.1,"106,683",5
7,Ontario,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",65+,F,"70,295.21",3.2,8.8,"115,588",6
7,Ontario,L04AX,Other immunosuppressants,65+,F,"67,083.81",3.1,0.4,"5,309",7
7,Ontario,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,65+,F,"63,595.75",2.9,5,"65,700",8
7,Ontario,A10BD,Combinations of oral blood glucose–lowering drugs,65+,F,"55,725.46",2.6,4.2,"55,539",9
7,Ontario,C10AA,HMG-CoA reductase inhibitors,65+,F,"51,845.61",2.4,46,"606,409",10
7,Ontario,A02BC,Proton pump inhibitors,65+,F,"43,928.57",2,33.4,"440,335",11
7,Ontario,A10AE,"Insulins and analogues for injection, long-acting",65+,F,"42,153.19",1.9,3.8,"50,214",12
7,Ontario,L04AA,Selective immunosuppressants,65+,F,"41,132.41",1.9,0.6,"8,216",13
7,Ontario,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,65+,F,"40,815.63",1.9,3.7,"49,337",14
7,Ontario,M05BA,Bisphosphonates,65+,F,"36,491.66",1.7,11.6,"152,567",15
7,Ontario,N06AX,Other antidepressants,65+,F,"35,361.05",1.6,14.3,"188,273",16
7,Ontario,C08CA,Dihydropyridine derivatives,65+,F,"32,281.31",1.5,23.3,"308,125",17
7,Ontario,C09CA,"Angiotensin II receptor blockers (ARBs), plain",65+,F,"30,863.00",1.4,19.6,"258,949",18
7,Ontario,R03BB,Anticholinergics,65+,F,"26,863.46",1.2,5.5,"72,047",19
7,Ontario,N06AB,Selective serotonin reuptake inhibitors,65+,F,"26,079.98",1.2,13,"171,287",20
7,Ontario,C09AA,"ACE inhibitors, plain",65+,F,"24,982.57",1.1,20.6,"272,364",21
7,Ontario,N03AX,Other antiepileptics,65+,F,"23,330.19",1.1,10.3,"135,656",22
7,Ontario,G04BD,Drugs for urinary frequency and incontinence,65+,F,"23,011.43",1.1,5,"65,783",23
7,Ontario,N02AA,Natural opium alkaloids,65+,F,"19,798.74",0.9,8.1,"106,470",24
7,Ontario,L04AC,Interleukin inhibitors,65+,F,"18,788.37",0.9,0.1,"1,303",25
7,Ontario,H03AA,Thyroid hormones,65+,F,"18,596.96",0.9,22.4,"295,128",26
7,Ontario,S01EE,Prostaglandin analogues,65+,F,"18,386.35",0.8,5.2,"69,158",27
7,Ontario,C07AB,"Beta-blocking agents, selective",65+,F,"18,197.48",0.8,20.1,"265,117",28
7,Ontario,G03CA,"Natural and semisynthetic estrogens, plain",65+,F,"14,659.46",0.7,6.4,"84,204",29
7,Ontario,S01ED,Beta-blocking agents,65+,F,"14,648.12",0.7,4.7,"62,077",30
7,Ontario,C08DB,Benzothiazepine derivatives,65+,F,"14,514.88",0.7,3.8,"50,276",31
7,Ontario,N05AX,Other antipsychotics,65+,F,"14,200.87",0.7,2.1,"27,172",32
7,Ontario,R03BA,Glucocorticoids,65+,F,"14,121.16",0.6,5.4,"70,810",33
7,Ontario,J05AP,Antivirals for treatment of HCV infections,65+,F,"14,105.68",0.6,0,259,34
7,Ontario,B01AC,"Platelet aggregation inhibitors, excluding heparin",65+,F,"13,673.44",0.6,4.2,"56,056",35
7,Ontario,L03AA,Colony-stimulating factors,65+,F,"13,538.26",0.6,0.2,"2,701",36
7,Ontario,A10AB,"Insulins and analogues for injection, fast-acting",65+,F,"12,959.57",0.6,1.9,"25,622",37
7,Ontario,N06DA,Anticholinesterases,65+,F,"12,413.86",0.6,2.9,"38,519",38
7,Ontario,M03AX,"Other muscle relaxants, peripherally acting agents",65+,F,"12,239.49",0.6,0.4,"5,365",39
7,Ontario,H01CB,Somatostatin and analogues,65+,F,"12,049.81",0.6,0.1,736,40
7,Ontario,B03XA,Other antianemic preparations,65+,F,"11,648.11",0.5,0.1,"1,730",41
7,Ontario,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",65+,F,"10,600.51",0.5,1.5,"20,445",42
7,Ontario,R03DX,Other systemic drugs for obstructive airway diseases,65+,F,"10,506.36",0.5,0,647,43
7,Ontario,N04BA,Dopa and dopa derivatives,65+,F,"9,999.41",0.5,1,"13,792",44
7,Ontario,C10AX,Other lipid-modifying agents,65+,F,"9,693.53",0.4,4.3,"56,177",45
7,Ontario,B01AB,Heparin group,65+,F,"9,188.13",0.4,0.5,"7,094",46
7,Ontario,B01AE,Direct thrombin inhibitors,65+,F,"9,095.58",0.4,0.7,"9,076",47
7,Ontario,C03CA,"Sulfonamides, plain",65+,F,"8,877.19",0.4,9.7,"127,797",48
7,Ontario,C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,65+,F,"8,481.06",0.4,5.9,"77,260",49
7,Ontario,A07EC,Aminosalicylic acid and similar agents,65+,F,"8,143.96",0.4,0.8,"10,631",50
7,Ontario,A10BA,Biguanides,65+,F,"8,034.71",0.4,11.3,"148,635",51
7,Ontario,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",65+,F,"7,946.33",0.4,3.2,"41,772",52
7,Ontario,C09BA,ACE inhibitors and diuretics,65+,F,"7,738.11",0.4,4,"53,216",53
7,Ontario,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",65+,F,"7,192.22",0.3,0.7,"9,807",54
7,Ontario,L02BG,Aromatase inhibitors,65+,F,"6,957.11",0.3,1.4,"18,943",55
7,Ontario,N02AJ,Opioids in combination with non-opioid analgesics,65+,F,"6,950.82",0.3,11.8,"155,397",56
7,Ontario,N06AA,Non-selective monoamine reuptake inhibitors,65+,F,"6,442.86",0.3,4.3,"57,402",57
7,Ontario,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",65+,F,"6,429.26",0.3,0.2,"3,093",58
7,Ontario,R03AC,Selective beta-2-adrenoreceptor agonists,65+,F,"6,383.30",0.3,14.7,"193,793",59
7,Ontario,R01AD,Corticosteroids,65+,F,"6,103.00",0.3,8.2,"107,763",60
7,Ontario,N02BE,Anilides,65+,F,"5,939.68",0.3,12.8,"168,425",61
7,Ontario,N05BA,Benzodiazepine derivatives,65+,F,"5,787.61",0.3,10.1,"133,246",62
7,Ontario,L04AD,Calcineurin inhibitors,65+,F,"5,637.40",0.3,0.1,"1,754",63
7,Ontario,L01XX,Other antineoplastic agents,65+,F,"5,491.47",0.3,0.2,"2,779",64
7,Ontario,C02KX,Antihypertensives for pulmonary arterial hypertension,65+,F,"5,475.53",0.3,0,222,65
7,Ontario,L01XC,Monoclonal antibodies,65+,F,"5,257.74",0.2,0,397,66
7,Ontario,A10BB,Sulfonylureas,65+,F,"4,885.47",0.2,4.5,"59,286",67
7,Ontario,V06DB,"Fats/carbohydrates/proteins/minerals/vitamins, combinations",65+,F,"4,868.96",0.2,0.4,"5,043",68
7,Ontario,A06AB,Contact laxatives,65+,F,"4,745.20",0.2,9.2,"122,018",69
7,Ontario,B03AA,"Iron bivalent, oral preparations",65+,F,"4,676.87",0.2,5.3,"70,158",70
7,Ontario,H02AB,Glucocorticoids,65+,F,"4,640.71",0.2,11.6,"153,041",71
7,Ontario,D07AC,"Corticosteroids, potent (group III)",65+,F,"4,411.82",0.2,11.2,"148,112",72
7,Ontario,A02BA,H2-receptor antagonists,65+,F,"4,129.53",0.2,4.8,"62,884",73
7,Ontario,A06AD,Osmotically acting laxatives,65+,F,"4,030.46",0.2,5.2,"68,254",74
7,Ontario,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,65+,F,"3,893.36",0.2,0.6,"7,489",75
7,Ontario,C01DA,Organic nitrates,65+,F,"3,802.07",0.2,3.8,"49,610",76
7,Ontario,D06AX,Other antibiotics for topical use,65+,F,"3,441.80",0.2,6.7,"88,322",77
7,Ontario,S01EC,Carbonic anhydrase inhibitors,65+,F,"3,388.48",0.2,1.4,"17,831",78
7,Ontario,C03AA,"Thiazides, plain",65+,F,"3,351.22",0.2,10.3,"135,518",79
7,Ontario,A04AD,Other antiemetics,65+,F,"3,311.77",0.2,0.5,"7,002",80
7,Ontario,D11AH,"Agents for dermatitis, excluding corticosteroids",65+,F,"3,303.26",0.2,0.9,"11,264",81
7,Ontario,N04BC,Dopamine agonists,65+,F,"3,270.41",0.2,1,"13,209",82
7,Ontario,C10AC,Bile acid sequestrants,65+,F,"3,240.05",0.1,0.8,"10,658",83
7,Ontario,L01BA,Folic acid analogues,65+,F,"3,195.96",0.1,1.3,"17,244",84
7,Ontario,M01AH,Coxibs,65+,F,"3,049.22",0.1,3.8,"50,375",85
7,Ontario,A07AA,Antibiotics,65+,F,"3,007.00",0.1,1.5,"19,734",86
7,Ontario,D05AX,Other antipsoriatics for topical use,65+,F,"2,993.79",0.1,0.8,"10,870",87
7,Ontario,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",65+,F,"2,812.09",0.1,2.5,"32,455",88
7,Ontario,A06AA,"Softeners, emollients",65+,F,"2,747.26",0.1,4.6,"60,800",89
7,Ontario,B01AA,Vitamin K antagonists,65+,F,"2,650.83",0.1,1.8,"24,135",90
7,Ontario,A16AB,Enzymes,65+,F,**,**,**,**,91
7,Ontario,M04AA,Preparations inhibiting uric acid production,65+,F,"2,560.43",0.1,2.3,"30,841",92
7,Ontario,J01XE,Nitrofuran derivatives,65+,F,"2,550.38",0.1,8.9,"118,089",93
7,Ontario,J01MA,Fluoroquinolones,65+,F,"2,536.95",0.1,9.4,"123,582",94
7,Ontario,C03BA,"Sulfonamides, plain",65+,F,"2,501.57",0.1,4.3,"56,285",95
7,Ontario,N02AB,Phenylpiperidine derivatives,65+,F,"2,446.92",0.1,0.2,"3,091",96
7,Ontario,S01BA,"Corticosteroids, plain",65+,F,"2,438.74",0.1,5.1,"67,822",97
7,Ontario,C10BX,"HMG-CoA reductase inhibitors, other combinations",65+,F,"2,370.32",0.1,0.7,"9,689",98
7,Ontario,C03DA,Aldosterone antagonists,65+,F,"2,342.43",0.1,2.2,"29,200",99
7,Ontario,A04AA,Serotonin (5HT3) antagonists,65+,F,"2,198.70",0.1,0.7,"9,574",100
7,Ontario,J05AP,Antivirals for treatment of HCV infections,<65,Total,"221,546.62",9.4,0.2,"4,171",1
7,Ontario,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,<65,Total,"210,920.02",9,0.5,"11,437",2
7,Ontario,N05AX,Other antipsychotics,<65,Total,"126,040.74",5.4,3.6,"85,931",3
7,Ontario,J05AR,"Antivirals for treatment of HIV infections, combinations",<65,Total,"99,358.39",4.2,0.5,"11,277",4
7,Ontario,N07BC,Drugs used in opioid dependence,<65,Total,"81,239.99",3.5,1.8,"41,914",5
7,Ontario,L04AA,Selective immunosuppressants,<65,Total,"76,750.13",3.3,0.4,"9,773",6
7,Ontario,L01XE,Protein kinase inhibitors,<65,Total,"68,185.04",2.9,0.1,"1,826",7
7,Ontario,N06BA,Centrally acting sympathomimetics,<65,Total,"55,686.10",2.4,5.4,"128,264",8
7,Ontario,L04AX,Other immunosuppressants,<65,Total,"49,763.31",2.1,0.2,"5,532",9
7,Ontario,N06AX,Other antidepressants,<65,Total,"44,818.96",1.9,8.1,"191,438",10
7,Ontario,N03AX,Other antiepileptics,<65,Total,"42,161.28",1.8,5.3,"126,048",11
7,Ontario,N06AB,Selective serotonin reuptake inhibitors,<65,Total,"37,594.60",1.6,10.8,"254,413",12
7,Ontario,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",<65,Total,"36,420.95",1.5,3.2,"74,501",13
