Sort code,Jurisdiction,Drug class code,Drug class,Age group,Sex ," TPS
($ 000) ","Proportion 
of TPS (%)","Rate of 
use (%)",Number of active beneficiaries,Rank
6,Quebec,A10BB,Sulfonylureas,Total,F,"6,999.43",0.3,3.3,"54,878",62
6,Quebec,M03AX,"Other muscle relaxants, peripherally acting agents",Total,F,"6,888.33",0.3,0.2,"3,380",63
6,Quebec,N03AE,Benzodiazepine derivatives,Total,F,"6,785.14",0.3,4.6,"75,934",64
6,Quebec,L04AD,Calcineurin inhibitors,Total,F,"6,433.09",0.3,0.1,"2,032",65
6,Quebec,N06AA,Non-selective monoamine reuptake inhibitors,Total,F,"6,431.91",0.3,4.2,"69,260",66
6,Quebec,C09BA,ACE inhibitors and diuretics,Total,F,"6,414.42",0.3,1.9,"32,152",67
6,Quebec,N07BA,Drugs used in nicotine dependence,Total,F,"6,391.52",0.3,2.6,"43,078",68
6,Quebec,A07EC,Aminosalicylic acid and similar agents,Total,F,"6,338.51",0.3,0.6,"10,305",69
6,Quebec,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,Total,F,"6,298.29",0.3,0.3,"4,208",70
6,Quebec,A16AB,Enzymes,Total,F,"6,024.38",0.3,0.0,8,71
6,Quebec,L02BG,Aromatase inhibitors,Total,F,"5,972.89",0.3,1.1,"18,808",72
6,Quebec,B03BA,Vitamin B12 (cyanocobalamin and analogues),Total,F,"5,939.38",0.3,3.8,"62,599",73
6,Quebec,B01AE,Direct thrombin inhibitors,Total,F,"5,836.06",0.3,0.4,"6,151",74
6,Quebec,C01DA,Organic nitrates,Total,F,"5,832.94",0.3,3.2,"53,019",75
6,Quebec,N07XX,Other nervous system drugs,Total,F,"5,813.45",0.3,0.1,941,76
6,Quebec,C03AA,"Thiazides, plain",Total,F,"5,798.47",0.3,5.5,"91,564",77
6,Quebec,V06C,Infant formulas,Total,F,"5,791.91",0.3,0.3,"5,252",78
6,Quebec,C10AX,Other lipid-modifying agents,Total,F,"5,720.03",0.3,1.8,"30,343",79
6,Quebec,L01XC,Monoclonal antibodies,Total,F,"5,710.24",0.3,0.0,560,80
6,Quebec,B03AA,"Iron bivalent, oral preparations",Total,F,"5,618.13",0.3,5.3,"87,386",81
6,Quebec,N02AB,Phenylpiperidine derivatives,Total,F,"5,566.47",0.3,0.7,"11,558",82
6,Quebec,L03AX,Other immunostimulants,Total,F,"5,562.33",0.3,0.0,528,83
6,Quebec,M03BX,Other centrally acting agents,Total,F,"5,265.34",0.3,5.0,"82,297",84
6,Quebec,A06AB,Contact laxatives,Total,F,"5,043.64",0.2,3.2,"53,157",85
6,Quebec,C02KX,Antihypertensives for pulmonary arterial hypertension,Total,F,"4,979.71",0.2,0.0,215,86
6,Quebec,H05AA,Parathyroid hormones and analogues,Total,F,"4,964.82",0.2,0.0,789,87
6,Quebec,N04BA,Dopa and dopa derivatives,Total,F,"4,898.69",0.2,0.4,"6,837",88
6,Quebec,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",Total,F,"4,886.81",0.2,4.5,"74,393",89
6,Quebec,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,Total,F,"4,805.10",0.2,0.3,"4,324",90
6,Quebec,R03DC,Leukotriene receptor antagonists,Total,F,"4,681.94",0.2,1.2,"20,229",91
6,Quebec,B01AA,Vitamin K antagonists,Total,F,"4,482.26",0.2,1.7,"28,085",92
6,Quebec,A10AC,"Insulins and analogues for injection, intermediate-acting",Total,F,"4,412.38",0.2,1.0,"16,478",93
6,Quebec,H02AB,Glucocorticoids,Total,F,"4,362.26",0.2,8.9,"147,503",94
6,Quebec,G02BA,Intrauterine contraceptives,Total,F,"4,258.94",0.2,0.9,"14,375",95
6,Quebec,L01BA,Folic acid analogues,Total,F,"4,208.37",0.2,1.1,"17,828",96
6,Quebec,M01AH,Coxibs,Total,F,"4,191.41",0.2,6.2,"102,799",97
6,Quebec,G03DA,Pregnen (4) derivatives,Total,F,"4,180.41",0.2,2.6,"43,751",98
6,Quebec,M01AE,Propionic acid derivatives,Total,F,"4,170.06",0.2,12.4,"204,400",99
6,Quebec,A12BA,Potassium,Total,F,"4,143.91",0.2,2.1,"34,092",100
6,Quebec,S01LA,Antineovascularization agents,65+,Total,"149,881.80",6.4,1.2,"15,708",1
6,Quebec,C10AA,HMG-CoA reductase inhibitors,65+,Total,"100,865.10",4.3,52.7,"707,247",2
6,Quebec,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,65+,Total,"96,501.94",4.1,0.4,"5,100",3
6,Quebec,L01XE,Protein kinase inhibitors,65+,Total,"82,517.66",3.5,0.2,"2,667",4
6,Quebec,A02BC,Proton pump inhibitors,65+,Total,"77,271.17",3.3,41.4,"555,875",5
6,Quebec,B01AF,Direct factor Xa inhibitors,65+,Total,"68,044.19",2.9,7.0,"93,730",6
6,Quebec,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",65+,Total,"55,101.40",2.3,6.7,"89,812",7
6,Quebec,L04AX,Other immunosuppressants,65+,Total,"53,638.48",2.3,0.3,"3,353",8
6,Quebec,C08CA,Dihydropyridine derivatives,65+,Total,"50,730.26",2.2,25.2,"337,865",9
6,Quebec,C09AA,"ACE inhibitors, plain",65+,Total,"45,824.06",2.0,19.1,"255,691",10
6,Quebec,R03BB,Anticholinergics,65+,Total,"39,261.73",1.7,8.0,"107,335",11
6,Quebec,C07AB,"Beta-blocking agents, selective",65+,Total,"37,640.80",1.6,25.0,"334,972",12
6,Quebec,N02BA,Salicylic acid and derivatives,65+,Total,"36,469.18",1.6,31.1,"417,758",13
6,Quebec,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,65+,Total,"36,147.19",1.5,3.9,"52,723",14
6,Quebec,L04AA,Selective immunosuppressants,65+,Total,"36,006.03",1.5,0.4,"5,050",15
6,Quebec,N03AX,Other antiepileptics,65+,Total,"35,985.94",1.5,10.7,"142,905",16
6,Quebec,A11CC,Vitamin D and analogues,65+,Total,"32,790.03",1.4,30.3,"405,891",17
6,Quebec,C09CA,"Angiotensin II antagonists, plain",65+,Total,"31,998.67",1.4,17.8,"239,158",18
6,Quebec,A10BD,Combinations of oral blood glucose–lowering drugs,65+,Total,"31,626.84",1.3,3.3,"44,497",19
6,Quebec,M05BX,Other drugs affecting bone structure and mineralization,65+,Total,"30,643.98",1.3,3.3,"44,376",20
6,Quebec,B03XA,Other antianemic preparations,65+,Total,"29,753.65",1.3,0.5,"7,300",21
6,Quebec,H03AA,Thyroid hormones,65+,Total,"27,713.64",1.2,21.6,"289,597",22
6,Quebec,A12AX,"Calcium, combinations with vitamin D and/or other drugs",65+,Total,"27,318.23",1.2,20.1,"270,093",23
6,Quebec,L02AE,Gonadotropin-releasing hormone analogues,65+,Total,"27,214.30",1.2,0.7,"8,787",24
6,Quebec,N06AX,Other antidepressants,65+,Total,"24,550.17",1.0,10.8,"144,525",25
6,Quebec,N06AB,Selective serotonin reuptake inhibitors,65+,Total,"23,115.49",1.0,10.6,"141,823",26
6,Quebec,A10AE,"Insulins and analogues for injection, long-acting",65+,Total,"20,985.10",0.9,2.0,"26,178",27
6,Quebec,A10BA,Biguanides,65+,Total,"20,852.22",0.9,15.1,"202,305",28
6,Quebec,L03AA,Colony-stimulating factors,65+,Total,"20,793.96",0.9,0.3,"3,592",29
6,Quebec,B01AB,Heparin group,65+,Total,"20,049.24",0.9,1.6,"21,654",30
6,Quebec,M05BA,Bisphosphonates,65+,Total,"19,469.37",0.8,10.1,"135,089",31
6,Quebec,N06DA,Anticholinesterases,65+,Total,"19,242.94",0.8,3.1,"41,598",32
6,Quebec,N05BA,Benzodiazepine derivatives,65+,Total,"19,158.98",0.8,19.9,"266,285",33
6,Quebec,R03BA,Glucocorticoids,65+,Total,"18,129.60",0.8,8.3,"111,074",34
6,Quebec,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",65+,Total,"17,542.28",0.7,4.9,"65,581",35
6,Quebec,C09DA,Angiotensin II antagonists and diuretics,65+,Total,"17,346.36",0.7,10.2,"136,311",36
6,Quebec,B01AC,"Platelet aggregation inhibitors, excluding heparin",65+,Total,"17,249.13",0.7,5.8,"77,525",37
6,Quebec,N02AA,Natural opium alkaloids,65+,Total,"17,145.89",0.7,12.3,"164,780",38
6,Quebec,G04CA,Alpha-adrenoreceptor antagonists,65+,Total,"16,581.44",0.7,10.6,"142,836",39
6,Quebec,C03CA,"Sulfonamides, plain",65+,Total,"16,363.46",0.7,9.2,"123,565",40
6,Quebec,R03AC,Selective beta-2-adrenoreceptor agonists,65+,Total,"15,974.48",0.7,14.5,"194,191",41
6,Quebec,A12AA,Calcium,65+,Total,"15,330.44",0.7,13.8,"184,722",42
6,Quebec,L02BX,Other hormone antagonists and related agents,65+,Total,"15,280.82",0.7,0.1,"1,078",43
6,Quebec,N02BE,Anilides,65+,Total,"14,520.72",0.6,19.3,"258,615",44
6,Quebec,J05AP,Antivirals for treatment of HCV infections,65+,Total,"14,381.87",0.6,0.0,259,45
6,Quebec,H01CB,Somatostatin and analogues,65+,Total,"14,324.99",0.6,0.1,"1,203",46
6,Quebec,N05AX,Other antipsychotics,65+,Total,"14,197.31",0.6,2.1,"28,793",47
6,Quebec,C08DB,Benzothiazepine derivatives,65+,Total,"13,854.80",0.6,4.1,"54,555",48
6,Quebec,S01ED,Beta-blocking agents,65+,Total,"13,807.38",0.6,4.9,"65,253",49
6,Quebec,A10AB,"Insulins and analogues for injection, fast-acting",65+,Total,"13,728.41",0.6,2.2,"29,063",50
6,Quebec,S01EE,Prostaglandin analogues,65+,Total,"13,555.39",0.6,4.9,"65,733",51
6,Quebec,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,65+,Total,"13,529.97",0.6,1.6,"21,087",52
6,Quebec,G04BD,Drugs for urinary frequency and incontinence,65+,Total,"13,289.86",0.6,4.0,"53,451",53
6,Quebec,L02BB,Antiandrogens,65+,Total,"12,829.88",0.5,0.4,"5,365",54
6,Quebec,G04CB,Testosterone-5-alpha reductase inhibitors,65+,Total,"12,329.06",0.5,5.8,"77,727",55
6,Quebec,B01AE,Direct thrombin inhibitors,65+,Total,"12,040.59",0.5,1.0,"13,446",56
6,Quebec,L04AC,Interleukin inhibitors,65+,Total,"11,481.45",0.5,0.1,782,57
6,Quebec,A10BB,Sulfonylureas,65+,Total,"11,292.64",0.5,6.8,"91,315",58
6,Quebec,C01DA,Organic nitrates,65+,Total,"10,272.80",0.4,7.5,"100,798",59
6,Quebec,C09BA,ACE inhibitors and diuretics,65+,Total,"9,964.47",0.4,3.8,"50,328",60
6,Quebec,A06AA,"Softeners, emollients",65+,Total,"9,725.72",0.4,8.3,"110,893",61
6,Quebec,S01XA,Other ophthalmologicals,65+,Total,"9,698.36",0.4,2.1,"27,874",62
6,Quebec,N04BA,Dopa and dopa derivatives,65+,Total,"9,483.11",0.4,1.0,"13,743",63
6,Quebec,R03DX,Other systemic drugs for obstructive airway diseases,65+,Total,"9,431.21",0.4,0.1,882,64
6,Quebec,J05AR,"Antivirals for treatment of HIV infections, combinations",65+,Total,"9,154.44",0.4,0.1,"1,072",65
6,Quebec,C10AX,Other lipid-modifying agents,65+,Total,"9,090.48",0.4,3.9,"52,948",66
6,Quebec,B03BA,Vitamin B12 (cyanocobalamin and analogues),65+,Total,"8,637.26",0.4,6.7,"89,739",67
6,Quebec,R01AD,Corticosteroids,65+,Total,"8,325.18",0.4,11.4,"153,446",68
6,Quebec,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,65+,Total,"8,237.93",0.4,0.6,"8,046",69
6,Quebec,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,65+,Total,"8,022.40",0.3,0.4,"5,168",70
6,Quebec,B01AA,Vitamin K antagonists,65+,Total,"7,440.63",0.3,3.8,"50,709",71
6,Quebec,C03AA,"Thiazides, plain",65+,Total,"7,403.36",0.3,8.8,"117,805",72
6,Quebec,A07EC,Aminosalicylic acid and similar agents,65+,Total,"7,216.73",0.3,0.8,"10,467",73
6,Quebec,B03AA,"Iron bivalent, oral preparations",65+,Total,"7,206.23",0.3,6.8,"90,575",74
6,Quebec,G03CA,"Natural and semisynthetic estrogens, plain",65+,Total,"6,878.86",0.3,5.9,"79,054",75
6,Quebec,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",65+,Total,"6,665.53",0.3,1.1,"14,233",76
6,Quebec,A10AC,"Insulins and analogues for injection, intermediate-acting",65+,Total,"6,519.75",0.3,1.8,"23,656",77
6,Quebec,M04AA,Preparations inhibiting uric acid production,65+,Total,"6,448.45",0.3,4.2,"56,581",78
6,Quebec,L04AD,Calcineurin inhibitors,65+,Total,"6,118.56",0.3,0.2,"2,213",79
6,Quebec,A06AB,Contact laxatives,65+,Total,"5,718.81",0.2,4.8,"64,874",80
6,Quebec,A12BA,Potassium,65+,Total,"5,654.67",0.2,3.5,"47,029",81
6,Quebec,L01XC,Monoclonal antibodies,65+,Total,"5,022.51",0.2,0.0,566,82
6,Quebec,H02AB,Glucocorticoids,65+,Total,"5,017.82",0.2,11.4,"153,099",83
6,Quebec,N02AB,Phenylpiperidine derivatives,65+,Total,"4,978.55",0.2,0.9,"11,647",84
6,Quebec,N06AA,Non-selective monoamine reuptake inhibitors,65+,Total,"4,898.05",0.2,3.7,"49,861",85
6,Quebec,H05AA,Parathyroid hormones and analogues,65+,Total,"4,872.68",0.2,0.1,773,86
6,Quebec,L02BG,Aromatase inhibitors,65+,Total,"4,785.83",0.2,1.0,"13,547",87
6,Quebec,N03AE,Benzodiazepine derivatives,65+,Total,"4,723.26",0.2,4.4,"58,551",88
6,Quebec,M03AX,"Other muscle relaxants, peripherally acting agents",65+,Total,"4,638.16",0.2,0.2,"2,455",89
6,Quebec,L01XX,Other antineoplastic agents,65+,Total,"4,603.72",0.2,0.2,"3,283",90
6,Quebec,L01BA,Folic acid analogues,65+,Total,"4,377.31",0.2,1.4,"18,370",91
6,Quebec,C02KX,Antihypertensives for pulmonary arterial hypertension,65+,Total,"4,313.68",0.2,0.0,181,92
6,Quebec,A06AD,Osmotically acting laxatives,65+,Total,"4,302.90",0.2,6.1,"82,392",93
6,Quebec,C03DA,Aldosterone antagonists,65+,Total,"3,997.71",0.2,2.2,"30,002",94
6,Quebec,M01AH,Coxibs,65+,Total,"3,984.91",0.2,7.5,"101,189",95
6,Quebec,D07AC,"Corticosteroids, potent (group III)",65+,Total,"3,982.15",0.2,9.1,"122,616",96
6,Quebec,R03DC,Leukotriene receptor antagonists,65+,Total,"3,875.48",0.2,1.1,"14,616",97
6,Quebec,G03BA,3-oxoandrosten (4) derivatives,65+,Total,"3,774.20",0.2,0.6,"7,484",98
6,Quebec,A03FA,Propulsives,65+,Total,"3,739.22",0.2,3.4,"45,244",99
6,Quebec,J05AX,Other antivirals,65+,Total,"3,736.34",0.2,0.0,488,100
6,Quebec,S01LA,Antineovascularization agents,65+,M,"60,126.44",5.6,1.1,"6,387",1
6,Quebec,C10AA,HMG-CoA reductase inhibitors,65+,M,"50,187.72",4.6,62.5,"370,149",2
6,Quebec,L01XE,Protein kinase inhibitors,65+,M,"44,171.34",4.1,0.2,"1,401",3
6,Quebec,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,65+,M,"42,319.65",3.9,0.3,"2,061",4
6,Quebec,B01AF,Direct factor Xa inhibitors,65+,M,"33,891.57",3.1,8.0,"47,300",5
6,Quebec,L04AX,Other immunosuppressants,65+,M,"31,124.75",2.9,0.3,"1,621",6
6,Quebec,A02BC,Proton pump inhibitors,65+,M,"30,401.52",2.8,38.9,"230,069",7
6,Quebec,L02AE,Gonadotropin-releasing hormone analogues,65+,M,"27,178.18",2.5,1.5,"8,776",8
6,Quebec,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",65+,M,"24,465.14",2.3,6.5,"38,458",9
6,Quebec,C09AA,"ACE inhibitors, plain",65+,M,"24,188.86",2.2,23.6,"139,864",10
6,Quebec,C08CA,Dihydropyridine derivatives,65+,M,"21,426.13",2.0,25.5,"151,049",11
6,Quebec,R03BB,Anticholinergics,65+,M,"19,060.39",1.8,8.8,"52,263",12
6,Quebec,A10BD,Combinations of oral blood glucose–lowering drugs,65+,M,"18,585.80",1.7,4.5,"26,615",13
6,Quebec,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,65+,M,"18,441.50",1.7,4.7,"27,570",14
6,Quebec,N02BA,Salicylic acid and derivatives,65+,M,"18,103.03",1.7,37.6,"222,348",15
6,Quebec,C07AB,"Beta-blocking agents, selective",65+,M,"17,241.66",1.6,27.6,"163,586",16
6,Quebec,B03XA,Other antianemic preparations,65+,M,"16,038.45",1.5,0.6,"3,838",17
6,Quebec,G04CA,Alpha-adrenoreceptor antagonists,65+,M,"15,836.80",1.5,23.2,"137,396",18
6,Quebec,L02BX,Other hormone antagonists and related agents,65+,M,"15,280.82",1.4,0.2,"1,078",19
6,Quebec,L04AA,Selective immunosuppressants,65+,M,"14,912.58",1.4,0.4,"2,229",20
6,Quebec,N03AX,Other antiepileptics,65+,M,"13,654.73",1.3,9.0,"53,489",21
6,Quebec,L02BB,Antiandrogens,65+,M,"12,828.43",1.2,0.9,"5,360",22
6,Quebec,C09CA,"Angiotensin II antagonists, plain",65+,M,"12,343.71",1.1,16.9,"100,213",23
6,Quebec,G04CB,Testosterone-5-alpha reductase inhibitors,65+,M,"12,309.71",1.1,13.1,"77,511",24
6,Quebec,A10AE,"Insulins and analogues for injection, long-acting",65+,M,"12,071.03",1.1,2.4,"14,366",25
6,Quebec,A10BA,Biguanides,65+,M,"10,740.02",1.0,18.6,"109,796",26
6,Quebec,B01AB,Heparin group,65+,M,"10,028.88",0.9,1.7,"9,908",27
6,Quebec,A11CC,Vitamin D and analogues,65+,M,"9,959.96",0.9,19.5,"115,704",28
6,Quebec,L03AA,Colony-stimulating factors,65+,M,"9,887.94",0.9,0.3,"1,610",29
6,Quebec,J05AP,Antivirals for treatment of HCV infections,65+,M,"9,059.44",0.8,0.0,164,30
6,Quebec,B01AC,"Platelet aggregation inhibitors, excluding heparin",65+,M,"8,839.16",0.8,7.4,"43,751",31
6,Quebec,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,65+,M,"8,178.04",0.8,2.2,"12,848",32
6,Quebec,A10AB,"Insulins and analogues for injection, fast-acting",65+,M,"8,101.33",0.8,2.7,"15,987",33
6,Quebec,J05AR,"Antivirals for treatment of HIV infections, combinations",65+,M,"8,033.46",0.7,0.2,946,34
6,Quebec,N06AX,Other antidepressants,65+,M,"7,517.07",0.7,8.0,"47,248",35
6,Quebec,R03AC,Selective beta-2-adrenoreceptor agonists,65+,M,"7,271.37",0.7,13.6,"80,450",36
6,Quebec,H03AA,Thyroid hormones,65+,M,"7,206.86",0.7,13.0,"77,222",37
6,Quebec,R03BA,Glucocorticoids,65+,M,"7,122.84",0.7,7.0,"41,608",38
6,Quebec,C03CA,"Sulfonamides, plain",65+,M,"7,089.03",0.7,9.3,"54,794",39
6,Quebec,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",65+,M,"6,987.08",0.6,4.3,"25,514",40
6,Quebec,H01CB,Somatostatin and analogues,65+,M,"6,942.70",0.6,0.1,544,41
6,Quebec,C09DA,Angiotensin II antagonists and diuretics,65+,M,"6,916.09",0.6,9.7,"57,583",42
6,Quebec,N02AA,Natural opium alkaloids,65+,M,"6,830.34",0.6,12.0,"71,235",43
6,Quebec,N06DA,Anticholinesterases,65+,M,"6,777.47",0.6,2.6,"15,112",44
6,Quebec,N06AB,Selective serotonin reuptake inhibitors,65+,M,"6,583.55",0.6,7.1,"41,821",45
6,Quebec,B01AE,Direct thrombin inhibitors,65+,M,"6,431.55",0.6,1.3,"7,570",46
6,Quebec,A10BB,Sulfonylureas,65+,M,"6,038.85",0.6,8.8,"51,802",47
6,Quebec,N05BA,Benzodiazepine derivatives,65+,M,"5,951.46",0.6,14.6,"86,415",48
6,Quebec,S01ED,Beta-blocking agents,65+,M,"5,913.07",0.5,4.9,"29,184",49
6,Quebec,S01EE,Prostaglandin analogues,65+,M,"5,479.94",0.5,4.7,"28,049",50
6,Quebec,C08DB,Benzothiazepine derivatives,65+,M,"5,294.51",0.5,3.7,"21,614",51
6,Quebec,N04BA,Dopa and dopa derivatives,65+,M,"5,215.78",0.5,1.3,"7,556",52
6,Quebec,N05AX,Other antipsychotics,65+,M,"5,171.96",0.5,1.7,"10,026",53
6,Quebec,C09BA,ACE inhibitors and diuretics,65+,M,"5,110.49",0.5,4.4,"26,171",54
6,Quebec,A12AX,"Calcium, combinations with vitamin D and/or other drugs",65+,M,"4,915.83",0.5,8.0,"47,310",55
6,Quebec,C01DA,Organic nitrates,65+,M,"4,906.09",0.5,9.2,"54,471",56
6,Quebec,M05BX,Other drugs affecting bone structure and mineralization,65+,M,"4,892.79",0.5,0.4,"2,140",57
6,Quebec,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,65+,M,"4,889.13",0.5,0.8,"4,627",58
6,Quebec,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,65+,M,"4,719.24",0.4,0.5,"3,010",59
6,Quebec,L04AC,Interleukin inhibitors,65+,M,"4,537.79",0.4,0.1,297,60
6,Quebec,G04BD,Drugs for urinary frequency and incontinence,65+,M,"4,521.02",0.4,3.3,"19,236",61
6,Quebec,C10AX,Other lipid-modifying agents,65+,M,"4,506.01",0.4,4.9,"29,167",62
6,Quebec,N02BE,Anilides,65+,M,"4,453.46",0.4,16.0,"94,627",63
6,Quebec,R03DX,Other systemic drugs for obstructive airway diseases,65+,M,"4,312.46",0.4,0.1,402,64
6,Quebec,M04AA,Preparations inhibiting uric acid production,65+,M,"4,209.16",0.4,6.7,"39,426",65
6,Quebec,M05BA,Bisphosphonates,65+,M,"3,963.80",0.4,4.3,"25,343",66
6,Quebec,L04AD,Calcineurin inhibitors,65+,M,"3,763.61",0.3,0.2,"1,370",67
6,Quebec,G03BA,3-oxoandrosten (4) derivatives,65+,M,"3,753.75",0.3,1.2,"7,274",68
6,Quebec,B03BA,Vitamin B12 (cyanocobalamin and analogues),65+,M,"3,613.29",0.3,6.5,"38,511",69
6,Quebec,A10AC,"Insulins and analogues for injection, intermediate-acting",65+,M,"3,598.83",0.3,2.2,"13,022",70
6,Quebec,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",65+,M,"3,591.31",0.3,1.3,"7,515",71
6,Quebec,A07EC,Aminosalicylic acid and similar agents,65+,M,"3,575.80",0.3,0.8,"4,944",72
6,Quebec,R01AD,Corticosteroids,65+,M,"3,536.46",0.3,10.4,"61,332",73
6,Quebec,A12AA,Calcium,65+,M,"3,454.22",0.3,6.5,"38,531",74
6,Quebec,A06AA,"Softeners, emollients",65+,M,"3,391.60",0.3,6.9,"40,893",75
6,Quebec,B01AA,Vitamin K antagonists,65+,M,"3,389.86",0.3,4.4,"25,896",76
6,Quebec,J05AX,Other antivirals,65+,M,"3,264.09",0.3,0.1,424,77
6,Quebec,B03AA,"Iron bivalent, oral preparations",65+,M,"2,902.44",0.3,6.5,"38,680",78
6,Quebec,C03AA,"Thiazides, plain",65+,M,"2,609.22",0.2,7.5,"44,357",79
6,Quebec,C09DX,"Angiotensin II antagonists, other combinations",65+,M,"2,497.07",0.2,0.4,"2,088",80
6,Quebec,C03DA,Aldosterone antagonists,65+,M,"2,265.00",0.2,2.6,"15,298",81
6,Quebec,J01DH,Carbapenems,65+,M,"2,188.71",0.2,0.2,"1,222",82
6,Quebec,J05AE,Protease inhibitors,65+,M,"2,098.42",0.2,0.0,279,83
6,Quebec,H02AB,Glucocorticoids,65+,M,"2,056.94",0.2,10.7,"63,614",84
6,Quebec,A06AB,Contact laxatives,65+,M,"2,053.00",0.2,4.1,"24,408",85
6,Quebec,A12BA,Potassium,65+,M,"2,022.00",0.2,3.0,"17,765",86
6,Quebec,L01XX,Other antineoplastic agents,65+,M,"1,984.98",0.2,0.2,"1,318",87
6,Quebec,D07AC,"Corticosteroids, potent (group III)",65+,M,"1,922.42",0.2,9.2,"54,474",88
6,Quebec,S01XA,Other ophthalmologicals,65+,M,"1,911.47",0.2,1.3,"7,450",89
6,Quebec,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,65+,M,"1,842.71",0.2,0.1,584,90
6,Quebec,L01XC,Monoclonal antibodies,65+,M,"1,824.88",0.2,0.0,204,91
6,Quebec,V03AC,Iron-chelating agents,65+,M,"1,788.91",0.2,0.0,89,92
6,Quebec,A06AD,Osmotically acting laxatives,65+,M,"1,653.33",0.2,5.3,"31,597",93
6,Quebec,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",65+,M,"1,598.03",0.1,0.5,"3,003",94
6,Quebec,B02BX,Other systemic hemostatics,65+,M,"1,588.01",0.1,0.0,42,95
6,Quebec,J01MA,Fluoroquinolones,65+,M,"1,569.44",0.1,11.7,"69,357",96
6,Quebec,N03AE,Benzodiazepine derivatives,65+,M,"1,567.65",0.1,3.3,"19,817",97
6,Quebec,N02AB,Phenylpiperidine derivatives,65+,M,"1,556.59",0.1,0.7,"3,849",98
6,Quebec,N07BA,Drugs used in nicotine dependence,65+,M,"1,524.60",0.1,1.8,"10,654",99
6,Quebec,C10AB,Fibrates,65+,M,"1,518.01",0.1,1.7,"10,138",100
6,Quebec,S01LA,Antineovascularization agents,65+,F,"89,755.37",7.1,1.2,"9,321",1
6,Quebec,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,65+,F,"54,182.29",4.3,0.4,"3,039",2
6,Quebec,C10AA,HMG-CoA reductase inhibitors,65+,F,"50,677.33",4.0,45.0,"337,098",3
6,Quebec,A02BC,Proton pump inhibitors,65+,F,"46,869.65",3.7,43.5,"325,806",4
6,Quebec,L01XE,Protein kinase inhibitors,65+,F,"38,346.32",3.0,0.2,"1,266",5
6,Quebec,B01AF,Direct factor Xa inhibitors,65+,F,"34,152.63",2.7,6.2,"46,430",6
6,Quebec,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",65+,F,"30,636.25",2.4,6.9,"51,354",7
6,Quebec,C08CA,Dihydropyridine derivatives,65+,F,"29,304.13",2.3,24.9,"186,816",8
6,Quebec,M05BX,Other drugs affecting bone structure and mineralization,65+,F,"25,751.20",2.0,5.6,"42,236",9
6,Quebec,A11CC,Vitamin D and analogues,65+,F,"22,830.07",1.8,38.7,"290,187",10
6,Quebec,L04AX,Other immunosuppressants,65+,F,"22,513.73",1.8,0.2,"1,732",11
6,Quebec,A12AX,"Calcium, combinations with vitamin D and/or other drugs",65+,F,"22,402.40",1.8,29.7,"222,783",12
6,Quebec,N03AX,Other antiepileptics,65+,F,"22,331.21",1.8,11.9,"89,416",13
6,Quebec,C09AA,"ACE inhibitors, plain",65+,F,"21,635.20",1.7,15.5,"115,827",14
6,Quebec,L04AA,Selective immunosuppressants,65+,F,"21,093.45",1.7,0.4,"2,821",15
6,Quebec,H03AA,Thyroid hormones,65+,F,"20,506.78",1.6,28.3,"212,375",16
6,Quebec,C07AB,"Beta-blocking agents, selective",65+,F,"20,399.14",1.6,22.9,"171,386",17
6,Quebec,R03BB,Anticholinergics,65+,F,"20,201.34",1.6,7.3,"55,072",18
6,Quebec,C09CA,"Angiotensin II antagonists, plain",65+,F,"19,654.96",1.5,18.5,"138,945",19
6,Quebec,N02BA,Salicylic acid and derivatives,65+,F,"18,366.15",1.4,26.1,"195,410",20
6,Quebec,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,65+,F,"17,705.68",1.4,3.4,"25,153",21
6,Quebec,N06AX,Other antidepressants,65+,F,"17,033.10",1.3,13.0,"97,277",22
