Sort code,Jurisdiction,Drug class code,Drug class,Age group,Sex , TPS ($ 000) ,"Proportion 
of TPS (%)","Rate of 
use (%)", Number of active beneficiaries ,Rank
5,New Brunswick,A10AC,"Insulins and analogues for injection, intermediate-acting",<65,M,90.63,0.1,0.8,161,81
5,New Brunswick,N05AD,Butyrophenone derivatives,<65,M,87.62,0.1,1.1,211,82
5,New Brunswick,N07BB,Drugs used in alcohol dependence,<65,M,84.54,0.1,0.5,95,83
5,New Brunswick,R01AD,Corticosteroids,<65,M,84.28,0.1,6.3,"1,230",84
5,New Brunswick,L03AB,Interferons,<65,M,**,**,**,**,85
5,New Brunswick,V03AC,Iron-chelating agents,<65,M,**,**,**,*,86
5,New Brunswick,N07XX,Other nervous system drugs,<65,M,79.66,0.1,0.1,19,87
5,New Brunswick,M01AH,Coxibs,<65,M,77.87,0.1,3.1,603,88
5,New Brunswick,C08DB,Benzothiazepine derivatives,<65,M,77.76,0.1,1.2,233,89
5,New Brunswick,C03CA,"Sulfonamides, plain",<65,M,76.80,0.1,4.1,804,90
5,New Brunswick,J05AG,Non-nucleoside reverse transcriptase inhibitors,<65,M,**,**,**,**,91
5,New Brunswick,N04AC,Ethers of tropine or tropine derivatives,<65,M,70.09,0.1,2.3,455,92
5,New Brunswick,B03XA,Other antianemic preparations,<65,M,65.09,0.1,0.1,24,93
5,New Brunswick,C10AX,Other lipid-modifying agents,<65,M,62.49,0.1,1.5,298,94
5,New Brunswick,C07AG,Alpha- and beta-blocking agents,<65,M,60.17,0.1,1.0,189,95
5,New Brunswick,A07AA,Antibiotics,<65,M,60.13,0.1,0.9,182,96
5,New Brunswick,A03FA,Propulsives,<65,M,58.28,0.1,2.5,488,97
5,New Brunswick,L01EG,Mammalian target of rapamycin (MTOR) kinase inhibitors,<65,M,**,**,**,*,98
5,New Brunswick,C02KX,Antihypertensives for pulmonary arterial hypertension,<65,M,**,**,**,*,99
5,New Brunswick,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",<65,M,53.71,0.1,1.4,285,100
5,New Brunswick,L04AB,Tumour necrosis factor alpha (TNF-alpha) inhibitors,<65,F,"8,698.36",14.0,2.0,467,1
5,New Brunswick,L04AA,Selective immunosuppressants,<65,F,"4,336.93",7.0,1.6,367,2
5,New Brunswick,N07BC,Drugs used in opioid dependence,<65,F,"3,103.15",5.0,4.8,"1,097",3
5,New Brunswick,J05AP,Antivirals for treatment of HCV infections,<65,F,**,**,**,**,4
5,New Brunswick,N05AX,Other antipsychotics,<65,F,"2,171.10",3.5,7.2,"1,633",5
5,New Brunswick,L04AC,Interleukin inhibitors,<65,F,"1,630.32",2.6,0.5,111,6
5,New Brunswick,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",<65,F,"1,529.37",2.5,14.5,"3,298",7
5,New Brunswick,L04AX,Other immunosuppressants,<65,F,"1,491.48",2.4,0.9,199,8
5,New Brunswick,N06AB,Selective serotonin reuptake inhibitors,<65,F,"1,450.79",2.3,27.8,"6,331",9
5,New Brunswick,N06AX,Other antidepressants,<65,F,"1,375.02",2.2,21.6,"4,921",10
5,New Brunswick,N03AX,Other antiepileptics,<65,F,"1,282.32",2.1,16.4,"3,731",11
5,New Brunswick,A10AE,"Insulins and analogues for injection, long-acting",<65,F,"1,170.78",1.9,4.8,"1,103",12
5,New Brunswick,A02BC,Proton pump inhibitors,<65,F,993.83,1.6,31.5,"7,182",13
5,New Brunswick,J05AH,Neuraminidase inhibitors,<65,F,990.87,1.6,8.3,"1,882",14
5,New Brunswick,B01AC,"Platelet aggregation inhibitors, excluding heparin",<65,F,982.21,1.6,1.3,303,15
5,New Brunswick,N02AA,Natural opium alkaloids,<65,F,943.82,1.5,8.4,"1,922",16
5,New Brunswick,R03DX,Other systemic drugs for obstructive airway diseases,<65,F,**,**,**,**,17
5,New Brunswick,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",<65,F,843.34,1.4,4.5,"1,025",18
5,New Brunswick,N05CF,Benzodiazepine-related drugs,<65,F,739.90,1.2,14.5,"3,315",19
5,New Brunswick,R03BA,Glucocorticoids,<65,F,728.97,1.2,11.8,"2,683",20
5,New Brunswick,N06BA,Centrally acting sympathomimetics,<65,F,716.54,1.1,5.2,"1,197",21
5,New Brunswick,M09AX,Other drugs for disorders of the musculoskeletal system,<65,F,**,**,**,*,22
5,New Brunswick,S01LA,Antineovascularization agents,<65,F,706.78,1.1,0.3,68,23
5,New Brunswick,J05AR,"Antivirals for treatment of HIV infections, combinations",<65,F,**,**,**,**,24
5,New Brunswick,N03AE,Benzodiazepine derivatives,<65,F,642.97,1.0,10.6,"2,420",25
5,New Brunswick,N05BA,Benzodiazepine derivatives,<65,F,603.66,1.0,19.1,"4,354",26
5,New Brunswick,A10AB,"Insulins and analogues for injection, fast-acting",<65,F,581.36,0.9,3.6,819,27
5,New Brunswick,L03AB,Interferons,<65,F,**,**,**,**,28
5,New Brunswick,C10AA,HMG-CoA reductase inhibitors,<65,F,478.18,0.8,17.5,"3,984",29
5,New Brunswick,L01EA,BCR-ABL tyrosine kinase inhibitors,<65,F,472.76,0.8,0.1,12,30
5,New Brunswick,L01EF,Cyclin-dependent kinase (CDK) inhibitors,<65,F,**,**,**,**,31
5,New Brunswick,L04AD,Calcineurin inhibitors,<65,F,429.84,0.7,0.5,124,32
5,New Brunswick,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,<65,F,388.48,0.6,1.8,406,33
5,New Brunswick,H03AA,Thyroid hormones,<65,F,357.30,0.6,13.1,"2,978",34
5,New Brunswick,R03BB,Anticholinergics,<65,F,357.02,0.6,5.6,"1,267",35
5,New Brunswick,G04BD,Drugs for urinary frequency and incontinence,<65,F,345.80,0.6,3.6,831,36
5,New Brunswick,R07AX,Other respiratory system products,<65,F,**,**,**,*,37
5,New Brunswick,L03AA,Colony-stimulating factors,<65,F,326.60,0.5,0.2,56,38
5,New Brunswick,A04AD,Other antiemetics,<65,F,321.40,0.5,1.3,300,39
5,New Brunswick,R03AC,Selective beta-2-adrenoreceptor agonists,<65,F,311.84,0.5,22.1,"5,044",40
5,New Brunswick,N06AA,Non-selective monoamine reuptake inhibitors,<65,F,311.71,0.5,7.7,"1,749",41
5,New Brunswick,N02AJ,Opioids in combination with non-opioid analgesics,<65,F,311.17,0.5,11.4,"2,597",42
5,New Brunswick,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,<65,F,287.81,0.5,1.4,326,43
5,New Brunswick,C02AC,Imidazoline receptor agonists,<65,F,277.35,0.4,2.2,494,44
5,New Brunswick,N03AG,Fatty acid derivatives,<65,F,266.41,0.4,3.2,726,45
5,New Brunswick,C09AA,"ACE inhibitors, plain",<65,F,262.55,0.4,9.5,"2,172",46
5,New Brunswick,L01EX,Other protein kinase inhibitors,<65,F,241.93,0.4,0.0,9,47
5,New Brunswick,G03XB,Progesterone receptor modulators,<65,F,**,**,**,**,48
5,New Brunswick,A09AA,Enzyme preparations,<65,F,**,**,**,**,49
5,New Brunswick,A16AX,Various alimentary tract and metabolism products,<65,F,**,**,**,*,50
5,New Brunswick,C08CA,Dihydropyridine derivatives,<65,F,221.20,0.4,6.1,"1,385",51
5,New Brunswick,M03BX,Other centrally acting agents,<65,F,219.65,0.4,9.6,"2,187",52
5,New Brunswick,A07EC,Aminosalicylic acid and similar agents,<65,F,205.37,0.3,1.1,252,53
5,New Brunswick,B01AF,Direct factor Xa inhibitors,<65,F,202.30,0.3,1.3,292,54
5,New Brunswick,A10BA,Biguanides,<65,F,202.02,0.3,10.0,"2,270",55
5,New Brunswick,M01AE,Propionic acid derivatives,<65,F,198.04,0.3,12.4,"2,816",56
5,New Brunswick,R05CB,Mucolytics,<65,F,196.24,0.3,0.1,19,57
5,New Brunswick,L03AX,Other immunostimulants,<65,F,**,**,**,**,58
5,New Brunswick,L01EG,Mammalian target of rapamycin (MTOR) kinase inhibitors,<65,F,**,**,**,**,59
5,New Brunswick,N07BA,Drugs used in nicotine dependence,<65,F,182.96,0.3,5.1,"1,156",60
5,New Brunswick,G03CA,"Natural and semisynthetic estrogens, plain",<65,F,181.66,0.3,3.8,868,61
5,New Brunswick,A10BD,Combinations of oral blood glucose–lowering drugs,<65,F,175.02,0.3,0.8,179,62
5,New Brunswick,N05AE,Indole derivatives,<65,F,173.27,0.3,0.6,133,63
5,New Brunswick,L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,<65,F,**,**,**,*,64
5,New Brunswick,L02AE,Gonadotropin-releasing hormone analogues,<65,F,**,**,**,**,65
5,New Brunswick,G03AA,"Progestogens and estrogens, fixed combinations",<65,F,**,**,**,**,66
5,New Brunswick,H01CB,Somatostatin and analogues,<65,F,160.89,0.3,0.1,14,67
5,New Brunswick,C07AB,"Beta-blocking agents, selective",<65,F,152.64,0.2,6.5,"1,485",68
5,New Brunswick,L01XC,Monoclonal antibodies,<65,F,**,**,**,**,69
5,New Brunswick,N05BE,Azaspirodecanedione derivatives,<65,F,147.65,0.2,1.2,275,70
5,New Brunswick,G02BA,Intrauterine contraceptives,<65,F,**,**,**,**,71
5,New Brunswick,R01AD,Corticosteroids,<65,F,141.74,0.2,10.2,"2,322",72
5,New Brunswick,B01AB,Heparin group,<65,F,139.85,0.2,0.4,87,73
5,New Brunswick,C09BA,ACE inhibitors and diuretics,<65,F,138.46,0.2,3.1,706,74
5,New Brunswick,G03AC,Progestogens,<65,F,**,**,**,**,75
5,New Brunswick,J01GB,Other aminoglycosides,<65,F,131.70,0.2,0.1,20,76
5,New Brunswick,L01ED,Anaplastic lymphoma kinase (ALK) inhibitors,<65,F,**,**,**,*,77
5,New Brunswick,N05CD,Benzodiazepine derivatives,<65,F,129.56,0.2,2.9,657,78
5,New Brunswick,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,<65,F,126.24,0.2,0.5,115,79
5,New Brunswick,L01EL,Bruton's tyrosine kinase (BTK) inhibitors,<65,F,**,**,**,*,80
5,New Brunswick,J02AC,Triazole derivatives,<65,F,120.66,0.2,4.1,928,81
5,New Brunswick,C09CA,"Angiotensin II receptor blockers (ARBs), plain",<65,F,116.40,0.2,4.0,903,82
5,New Brunswick,C02KX,Antihypertensives for pulmonary arterial hypertension,<65,F,**,**,**,**,83
5,New Brunswick,A10AC,"Insulins and analogues for injection, intermediate-acting",<65,F,111.78,0.2,0.9,208,84
5,New Brunswick,N03AF,Carboxamide derivatives,<65,F,109.32,0.2,1.4,323,85
5,New Brunswick,G03AB,"Progestogens and estrogens, sequential preparations",<65,F,**,**,**,**,86
5,New Brunswick,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",<65,F,106.60,0.2,3.3,747,87
5,New Brunswick,H01AC,Somatropin and somatropin agonists,<65,F,106.11,0.2,0.0,10,88
5,New Brunswick,M03AX,"Other muscle relaxants, peripherally acting agents",<65,F,**,**,**,**,89
5,New Brunswick,J05AJ,Integrase inhibitors,<65,F,**,**,**,**,90
5,New Brunswick,M01AH,Coxibs,<65,F,98.97,0.2,4.6,"1,042",91
5,New Brunswick,L01XX,Other antineoplastic agents,<65,F,95.63,0.2,0.1,13,92
5,New Brunswick,C08DB,Benzothiazepine derivatives,<65,F,95.35,0.2,1.3,295,93
5,New Brunswick,A03FA,Propulsives,<65,F,94.48,0.2,4.1,927,94
5,New Brunswick,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",<65,F,94.38,0.2,0.5,115,95
5,New Brunswick,C03CA,"Sulfonamides, plain",<65,F,93.32,0.1,4.5,"1,036",96
5,New Brunswick,A10BB,Sulfonylureas,<65,F,92.17,0.1,4.1,925,97
5,New Brunswick,L01EE,Mitogen-activated protein kinase (MEK) inhibitors,<65,F,**,**,**,*,98
5,New Brunswick,N02CC,Selective serotonin (5HT1) agonists,<65,F,83.21,0.1,1.9,422,99
5,New Brunswick,A02BX,Other drugs for peptic ulcer and gastroesophageal reflux disease (GERD),<65,F,78.95,0.1,1.4,329,100
6,Quebec,L04AB,Tumour necrosis factor alpha (TNF-alpha) inhibitors,Total,Total,"298,242.04",6.9,0.5,"14,284",1
6,Quebec,S01LA,Antineovascularization agents,Total,Total,"218,525.42",5.0,0.7,"22,061",2
6,Quebec,L04AA,Selective immunosuppressants,Total,Total,"134,648.04",3.1,0.5,"14,616",3
6,Quebec,B01AF,Direct factor Xa inhibitors,Total,Total,"124,006.30",2.8,5.2,"158,931",4
6,Quebec,C10AA,HMG-CoA reductase inhibitors,Total,Total,"111,170.53",2.6,31.9,"984,591",5
6,Quebec,A02BC,Proton pump inhibitors,Total,Total,"99,353.08",2.3,28.5,"879,655",6
6,Quebec,L04AX,Other immunosuppressants,Total,Total,"96,386.91",2.2,0.2,"7,548",7
6,Quebec,N05AX,Other antipsychotics,Total,Total,"89,604.58",2.1,2.7,"82,906",8
6,Quebec,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",Total,Total,"79,067.77",1.8,4.7,"146,123",9
6,Quebec,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",Total,Total,"72,640.94",1.7,6.1,"188,536",10
6,Quebec,J05AR,"Antivirals for treatment of HIV infections, combinations",Total,Total,"72,262.48",1.7,0.3,"9,454",11
6,Quebec,L01EL,Bruton's tyrosine kinase (BTK) inhibitors,Total,Total,"66,102.14",1.5,0.0,"1,011",12
6,Quebec,N03AX,Other antiepileptics,Total,Total,"65,173.41",1.5,8.5,"261,180",13
6,Quebec,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,Total,Total,"63,262.68",1.5,2.9,"89,730",14
6,Quebec,L04AC,Interleukin inhibitors,Total,Total,"62,134.80",1.4,0.1,"3,746",15
6,Quebec,A10BD,Combinations of oral blood glucose–lowering drugs,Total,Total,"58,253.01",1.3,2.7,"82,032",16
6,Quebec,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,Total,Total,"57,649.35",1.3,2.7,"82,318",17
6,Quebec,C08CA,Dihydropyridine derivatives,Total,Total,"56,614.75",1.3,15.3,"471,413",18
6,Quebec,L01EF,Cyclin-dependent kinase (CDK) inhibitors,Total,Total,"53,856.70",1.2,0.0,"1,319",19
6,Quebec,N06BA,Centrally acting sympathomimetics,Total,Total,"53,545.11",1.2,3.2,"99,610",20
6,Quebec,A11CC,Vitamin D and analogues,Total,Total,"53,267.01",1.2,22.8,"704,152",21
6,Quebec,N06AX,Other antidepressants,Total,Total,"52,990.32",1.2,11.7,"361,767",22
6,Quebec,R03BB,Anticholinergics,Total,Total,"49,589.32",1.1,4.4,"136,615",23
6,Quebec,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,Total,Total,"48,327.59",1.1,1.0,"31,463",24
6,Quebec,J05AP,Antivirals for treatment of HCV infections,Total,Total,"45,673.28",1.0,0.0,967,25
6,Quebec,C07AB,"Beta-blocking agents, selective",Total,Total,"44,196.80",1.0,13.3,"409,549",26
6,Quebec,N06AB,Selective serotonin reuptake inhibitors,Total,Total,"42,734.59",1.0,10.5,"323,958",27
6,Quebec,M05BX,Other drugs affecting bone structure and mineralization,Total,Total,"40,146.90",0.9,1.9,"57,211",28
6,Quebec,N02BA,Salicylic acid and derivatives,Total,Total,"40,133.28",0.9,15.0,"460,900",29
6,Quebec,C09CA,"Angiotensin II receptor blockers (ARBs), plain",Total,Total,"39,362.60",0.9,10.6,"325,549",30
6,Quebec,C09AA,"ACE inhibitors, plain",Total,Total,"38,827.11",0.9,11.4,"349,945",31
6,Quebec,A10AE,"Insulins and analogues for injection, long-acting",Total,Total,"38,064.58",0.9,1.7,"52,325",32
6,Quebec,B03XA,Other antianemic preparations,Total,Total,"37,665.49",0.9,0.3,"8,798",33
6,Quebec,H03AA,Thyroid hormones,Total,Total,"37,560.06",0.9,13.6,"419,395",34
6,Quebec,R03DX,Other systemic drugs for obstructive airway diseases,Total,Total,"37,092.89",0.9,0.1,"2,434",35
6,Quebec,L02AE,Gonadotropin-releasing hormone analogues,Total,Total,"34,544.28",0.8,0.4,"11,878",36
6,Quebec,N02AA,Natural opium alkaloids,Total,Total,"34,531.33",0.8,9.0,"276,457",37
6,Quebec,R03BA,Glucocorticoids,Total,Total,"33,730.86",0.8,6.7,"206,578",38
6,Quebec,A12AX,"Calcium, combinations with vitamin D and/or other drugs",Total,Total,"31,275.02",0.7,10.2,"315,977",39
6,Quebec,L03AA,Colony-stimulating factors,Total,Total,"30,217.85",0.7,0.2,"6,263",40
6,Quebec,L02BB,Antiandrogens,Total,Total,"29,056.10",0.7,0.2,"5,490",41
6,Quebec,A10BA,Biguanides,Total,Total,"28,124.59",0.6,9.7,"299,330",42
6,Quebec,N05BA,Benzodiazepine derivatives,Total,Total,"26,220.96",0.6,11.1,"342,637",43
6,Quebec,H01CB,Somatostatin and analogues,Total,Total,"24,094.98",0.6,0.1,"1,787",44
6,Quebec,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",Total,Total,"24,084.41",0.6,0.4,"11,288",45
6,Quebec,L01EX,Other protein kinase inhibitors,Total,Total,"23,043.60",0.5,0.0,939,46
6,Quebec,R03AC,Selective beta-2-adrenoreceptor agonists,Total,Total,"22,440.97",0.5,11.1,"341,203",47
6,Quebec,G04BD,Drugs for urinary frequency and incontinence,Total,Total,"22,147.82",0.5,2.5,"76,293",48
6,Quebec,A10AB,"Insulins and analogues for injection, fast-acting",Total,Total,"21,692.35",0.5,1.5,"46,799",49
6,Quebec,A12AA,Calcium,Total,Total,"21,666.87",0.5,8.5,"260,962",50
6,Quebec,M05BA,Bisphosphonates,Total,Total,"21,477.94",0.5,5.0,"152,717",51
6,Quebec,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",Total,Total,"21,266.42",0.5,1.2,"36,334",52
6,Quebec,N02BE,Anilides,Total,Total,"21,137.05",0.5,13.4,"413,732",53
6,Quebec,G04CA,Alpha-adrenoreceptor antagonists,Total,Total,"21,132.43",0.5,6.1,"186,680",54
6,Quebec,L02BX,Other hormone antagonists and related agents,Total,Total,"21,002.93",0.5,0.1,"1,620",55
6,Quebec,B01AB,Heparin group,Total,Total,"20,853.82",0.5,0.8,"24,430",56
6,Quebec,C10AX,Other lipid-modifying agents,Total,Total,"20,633.41",0.5,2.8,"85,274",57
6,Quebec,B01AC,"Platelet aggregation inhibitors, excluding heparin",Total,Total,"20,453.42",0.5,3.1,"96,543",58
6,Quebec,L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,Total,Total,"20,264.55",0.5,0.0,358,59
6,Quebec,C03CA,"Sulfonamides, plain",Total,Total,"18,395.39",0.4,4.5,"137,887",60
6,Quebec,A16AB,Enzymes,Total,Total,"17,812.81",0.4,0.0,21,61
6,Quebec,L01EA,BCR-ABL tyrosine kinase inhibitors,Total,Total,"17,096.73",0.4,0.0,605,62
6,Quebec,S01ED,Beta-blocking agents,Total,Total,"16,733.62",0.4,2.7,"82,310",63
6,Quebec,L04AD,Calcineurin inhibitors,Total,Total,"16,684.97",0.4,0.2,"5,524",64
6,Quebec,L01EJ,Janus-associated kinase (JAK) inhibitors,Total,Total,"16,413.24",0.4,0.0,359,65
6,Quebec,N06DA,Anticholinesterases,Total,Total,"15,803.06",0.4,1.3,"39,352",66
6,Quebec,S01EE,Prostaglandin analogues,Total,Total,"15,727.53",0.4,2.5,"76,926",67
6,Quebec,A10BB,Sulfonylureas,Total,Total,"15,669.92",0.4,4.4,"134,512",68
6,Quebec,C08DB,Benzothiazepine derivatives,Total,Total,"14,790.63",0.3,1.9,"59,722",69
6,Quebec,C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,Total,Total,"14,706.52",0.3,4.7,"144,245",70
6,Quebec,B03BA,Vitamin B12 (cyanocobalamin and analogues),Total,Total,"14,693.78",0.3,4.5,"140,223",71
6,Quebec,A07EC,Aminosalicylic acid and similar agents,Total,Total,"13,599.08",0.3,0.6,"19,911",72
6,Quebec,G04CB,Testosterone-5-alpha reductase inhibitors,Total,Total,"12,653.18",0.3,3.1,"94,111",73
6,Quebec,R01AD,Corticosteroids,Total,Total,"12,618.52",0.3,8.5,"263,111",74
6,Quebec,N04BA,Dopa and dopa derivatives,Total,Total,"12,490.95",0.3,0.5,"16,028",75
6,Quebec,L01XC,Monoclonal antibodies,Total,Total,"12,354.36",0.3,0.0,"1,131",76
6,Quebec,R07AX,Other respiratory system products,Total,Total,"12,182.58",0.3,0.0,62,77
6,Quebec,M03AX,"Other muscle relaxants, peripherally acting agents",Total,Total,"12,181.92",0.3,0.2,"5,639",78
6,Quebec,S01XA,Other ophthalmologicals,Total,Total,"12,178.35",0.3,1.1,"34,769",79
6,Quebec,A06AA,"Softeners, emollients",Total,Total,"11,997.66",0.3,4.1,"126,990",80
6,Quebec,J05AJ,Integrase inhibitors,Total,Total,"11,466.53",0.3,0.1,"2,231",81
6,Quebec,G03CA,"Natural and semisynthetic estrogens, plain",Total,Total,"11,456.12",0.3,4.3,"131,893",82
6,Quebec,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,Total,Total,"11,415.22",0.3,0.3,"10,446",83
6,Quebec,V06C,Infant formulas,Total,Total,"11,145.35",0.3,0.3,"8,938",84
6,Quebec,N06AA,Non-selective monoamine reuptake inhibitors,Total,Total,"10,831.45",0.2,3.3,"102,463",85
6,Quebec,N03AE,Benzodiazepine derivatives,Total,Total,"10,354.06",0.2,3.5,"107,689",86
6,Quebec,D11AH,"Agents for dermatitis, excluding corticosteroids",Total,Total,"10,252.47",0.2,0.3,"7,734",87
6,Quebec,B03AA,"Iron bivalent, oral preparations",Total,Total,"10,118.08",0.2,4.5,"138,989",88
6,Quebec,N07XX,Other nervous system drugs,Total,Total,"9,933.33",0.2,0.0,"1,433",89
6,Quebec,C02KX,Antihypertensives for pulmonary arterial hypertension,Total,Total,"9,767.99",0.2,0.0,392,90
6,Quebec,N07BC,Drugs used in opioid dependence,Total,Total,"9,725.03",0.2,0.3,"8,134",91
6,Quebec,C01DA,Organic nitrates,Total,Total,"9,718.47",0.2,3.2,"99,861",92
6,Quebec,N07BA,Drugs used in nicotine dependence,Total,Total,"9,386.13",0.2,2.3,"69,803",93
6,Quebec,C09BA,ACE inhibitors and diuretics,Total,Total,"9,358.62",0.2,2.2,"68,203",94
6,Quebec,L03AB,Interferons,Total,Total,"9,010.87",0.2,0.0,672,95
6,Quebec,N03AG,Fatty acid derivatives,Total,Total,"8,881.47",0.2,0.8,"24,644",96
6,Quebec,L01ED,Anaplastic lymphoma kinase (ALK) inhibitors,Total,Total,"8,819.97",0.2,0.0,114,97
6,Quebec,A06AD,Osmotically acting laxatives,Total,Total,"8,645.64",0.2,5.2,"159,391",98
6,Quebec,L01XK,Poly (ADP-ribose) polymerase (PARP) inhibitors,Total,Total,"8,557.57",0.2,0.0,173,99
6,Quebec,C02AC,Imidazoline receptor agonists,Total,Total,"8,305.44",0.2,0.7,"22,261",100
6,Quebec,L04AB,Tumour necrosis factor alpha (TNF-alpha) inhibitors,Total,M,"147,812.32",7.0,0.5,"6,541",1
6,Quebec,S01LA,Antineovascularization agents,Total,M,"92,061.67",4.4,0.7,"9,397",2
6,Quebec,B01AF,Direct factor Xa inhibitors,Total,M,"64,139.77",3.0,6.2,"83,809",3
6,Quebec,J05AR,"Antivirals for treatment of HIV infections, combinations",Total,M,"57,998.20",2.7,0.6,"7,705",4
6,Quebec,N05AX,Other antipsychotics,Total,M,"57,524.56",2.7,3.0,"39,763",5
6,Quebec,C10AA,HMG-CoA reductase inhibitors,Total,M,"57,339.04",2.7,39.7,"534,382",6
6,Quebec,L04AX,Other immunosuppressants,Total,M,"54,272.23",2.6,0.2,"3,307",7
6,Quebec,L04AA,Selective immunosuppressants,Total,M,"53,110.61",2.5,0.4,"6,031",8
6,Quebec,L01EL,Bruton's tyrosine kinase (BTK) inhibitors,Total,M,"44,331.92",2.1,0.1,673,9
6,Quebec,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",Total,M,"43,557.21",2.1,6.4,"86,469",10
6,Quebec,A02BC,Proton pump inhibitors,Total,M,"41,297.53",2.0,27.8,"373,609",11
6,Quebec,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,Total,M,"38,260.16",1.8,4.1,"54,892",12
6,Quebec,A10BD,Combinations of oral blood glucose–lowering drugs,Total,M,"34,680.08",1.6,3.7,"49,600",13
6,Quebec,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",Total,M,"33,494.89",1.6,4.5,"60,005",14
6,Quebec,J05AP,Antivirals for treatment of HCV infections,Total,M,"31,935.64",1.5,0.0,671,15
6,Quebec,N06BA,Centrally acting sympathomimetics,Total,M,"31,484.42",1.5,4.0,"54,200",16
6,Quebec,L02AE,Gonadotropin-releasing hormone analogues,Total,M,"31,311.55",1.5,0.7,"10,096",17
6,Quebec,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,Total,M,"29,412.25",1.4,3.2,"43,239",18
6,Quebec,L02BB,Antiandrogens,Total,M,"29,052.58",1.4,0.4,"5,480",19
6,Quebec,L04AC,Interleukin inhibitors,Total,M,"28,300.84",1.3,0.1,"1,643",20
6,Quebec,N03AX,Other antiepileptics,Total,M,"27,280.59",1.3,7.8,"105,069",21
6,Quebec,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,Total,M,"26,680.20",1.3,1.3,"17,451",22
6,Quebec,C08CA,Dihydropyridine derivatives,Total,M,"25,714.74",1.2,16.7,"224,567",23
6,Quebec,R03BB,Anticholinergics,Total,M,"23,388.17",1.1,4.8,"64,739",24
6,Quebec,A10AE,"Insulins and analogues for injection, long-acting",Total,M,"22,010.02",1.0,2.2,"29,096",25
6,Quebec,C07AB,"Beta-blocking agents, selective",Total,M,"21,833.25",1.0,15.6,"210,301",26
6,Quebec,N02BA,Salicylic acid and derivatives,Total,M,"21,190.35",1.0,19.1,"256,758",27
6,Quebec,C09AA,"ACE inhibitors, plain",Total,M,"21,046.20",1.0,14.7,"198,204",28
6,Quebec,L02BX,Other hormone antagonists and related agents,Total,M,**,**,**,**,29
6,Quebec,B03XA,Other antianemic preparations,Total,M,"20,707.09",1.0,0.4,"4,818",30
6,Quebec,G04CA,Alpha-adrenoreceptor antagonists,Total,M,"20,194.84",1.0,13.3,"178,538",31
6,Quebec,N06AX,Other antidepressants,Total,M,"18,152.24",0.9,9.4,"126,299",32
6,Quebec,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",Total,M,"18,120.71",0.9,0.6,"8,515",33
6,Quebec,A11CC,Vitamin D and analogues,Total,M,"17,747.26",0.8,15.6,"209,554",34
6,Quebec,L01EX,Other protein kinase inhibitors,Total,M,"17,187.69",0.8,0.0,658,35
6,Quebec,N02AA,Natural opium alkaloids,Total,M,"16,588.88",0.8,9.2,"123,554",36
6,Quebec,C09CA,"Angiotensin II receptor blockers (ARBs), plain",Total,M,"16,125.28",0.8,10.7,"144,168",37
6,Quebec,R03DX,Other systemic drugs for obstructive airway diseases,Total,M,"15,462.40",0.7,0.1,990,38
6,Quebec,N06AB,Selective serotonin reuptake inhibitors,Total,M,"14,741.90",0.7,7.9,"106,132",39
6,Quebec,A10BA,Biguanides,Total,M,"14,735.77",0.7,12.2,"163,857",40
6,Quebec,R03BA,Glucocorticoids,Total,M,"13,828.90",0.7,6.1,"82,095",41
6,Quebec,L03AA,Colony-stimulating factors,Total,M,"13,756.29",0.7,0.2,"2,758",42
6,Quebec,A10AB,"Insulins and analogues for injection, fast-acting",Total,M,"12,769.18",0.6,1.9,"25,760",43
6,Quebec,G04CB,Testosterone-5-alpha reductase inhibitors,Total,M,"12,594.78",0.6,6.9,"93,469",44
6,Quebec,H01CB,Somatostatin and analogues,Total,M,"12,106.09",0.6,0.1,848,45
